Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,Customer_Engagement,Average_Call_Duration,Revenue_Per_Month
9,0,33,2,1575,46,208,17,3,2,1,30,896.84,0,271,33.51063829787234,26.37764705882353
9,0,32,1,1828,49,45,74,5,1,1,55,95.655,0,168,36.56,2.8986363636363635
16,0,33,0,960,35,25,13,3,1,2,30,139.8,0,73,26.666666666666668,4.111764705882353
5,0,32,0,1085,20,36,9,4,1,2,45,117.625,0,65,51.666666666666664,3.5643939393939394
15,0,31,1,1485,42,34,19,2,1,1,25,221.715,0,95,34.53488372093023,6.92859375
7,0,31,1,3485,71,23,29,3,1,1,30,234.24,0,123,48.40277777777778,7.32
7,0,24,1,1955,36,43,20,3,1,1,30,251.64,0,99,52.83783783783784,10.0656
21,0,23,2,6653,151,100,48,2,2,1,25,756.18,0,299,43.76973684210526,31.507499999999997
17,0,21,1,9193,181,88,46,5,1,1,55,272.61,0,315,50.510989010989015,12.391363636363637
13,0,22,4,3113,55,46,25,3,1,1,30,310.72,0,126,55.589285714285715,13.509565217391305
7,0,15,2,4650,50,230,16,3,1,1,30,1108.0,0,296,91.17647058823529,69.25
8,1,15,2,1748,29,15,13,3,1,1,30,131.08,1,57,58.266666666666666,8.1925
3,0,32,0,4110,61,0,11,2,1,1,25,187.695,0,72,66.29032258064517,5.6877272727272725
0,0,33,0,0,0,0,0,2,1,2,25,0.0,0,0,0.0,0.0
5,0,31,0,2193,50,344,18,2,1,1,25,1648.935,0,412,43.0,51.52921875
5,0,32,0,3938,56,0,29,1,1,1,15,219.67,0,85,69.08771929824562,6.656666666666666
0,0,32,0,2133,48,0,27,1,1,1,15,119.955,0,75,43.53061224489796,3.635
6,0,32,0,3515,72,17,22,2,1,1,25,237.915,0,111,48.15068493150685,7.209545454545454
0,0,32,0,2100,29,270,12,3,1,1,30,1165.16,0,311,70.0,35.30787878787879
8,0,31,1,8855,111,129,37,3,1,1,30,874.64,0,277,79.0625,27.3325
2,0,32,0,13513,159,0,38,3,1,1,30,546.88,0,197,84.45625,16.57212121212121
2,0,32,0,4255,73,0,19,3,1,1,30,173.12,0,92,57.5,5.246060606060606
1,0,32,0,5658,85,0,6,2,1,1,25,258.435,0,91,65.79069767441861,7.831363636363636
4,0,32,0,1978,44,0,11,3,1,2,30,80.88,0,55,43.955555555555556,2.4509090909090907
20,0,32,2,14880,215,39,26,3,1,1,30,759.8,0,280,68.88888888888889,23.024242424242424
0,0,32,0,2835,17,468,2,3,1,1,30,1986.08,0,487,157.5,60.18424242424242
4,0,31,0,15225,172,135,24,2,1,1,25,1300.365,0,331,88.00578034682081,40.63640625
0,0,31,0,6240,76,171,20,3,1,1,30,936.64,0,267,81.03896103896103,29.27
0,0,31,0,615,4,0,5,2,1,2,25,27.855,0,9,123.0,0.87046875
0,0,32,0,450,4,0,2,2,1,2,25,20.43,0,6,90.0,0.6190909090909091
0,0,31,0,0,0,0,0,2,1,2,25,0.0,1,0,0.0,0.0
0,0,31,0,7248,117,369,37,2,1,1,25,1991.925,0,523,61.42372881355932,62.24765625
2,0,31,0,11205,144,0,41,3,1,1,30,453.96,0,185,77.27586206896552,14.18625
3,0,31,0,6458,65,93,31,2,1,1,25,712.035,0,189,97.84848484848484,22.25109375
18,1,27,0,695,37,1,11,2,1,2,25,37.44,1,49,18.289473684210527,1.337142857142857
16,0,30,7,10175,83,0,36,4,1,1,45,256.45,0,119,121.13095238095238,8.27258064516129
8,1,30,0,5558,88,11,18,2,1,1,25,303.57,1,117,62.449438202247194,9.79258064516129
0,0,28,0,2580,12,0,8,3,1,1,30,103.68,0,20,198.46153846153845,3.5751724137931036
4,0,29,0,2730,31,0,10,2,1,2,25,124.245,1,41,85.3125,4.1415
4,1,30,0,2008,34,19,25,3,1,2,30,157.68,1,78,57.371428571428574,5.086451612903226
0,0,30,0,0,0,0,0,3,1,2,30,0.0,1,0,0.0,0.0
0,0,30,0,0,0,0,0,3,1,1,30,0.0,0,0,0.0,0.0
0,0,27,0,6525,87,0,16,4,1,1,45,165.3,0,103,74.14772727272727,5.903571428571429
0,1,30,0,0,0,0,0,4,1,2,45,0.0,1,0,0.0,0.0
0,1,30,0,0,0,0,0,5,1,1,55,0.0,1,0,0.0,0.0
20,0,25,2,15815,228,0,74,2,1,1,25,721.935,0,302,69.06113537117903,27.76673076923077
1,0,28,2,6705,106,256,27,2,2,1,25,1458.495,0,389,62.66355140186916,50.292931034482756
0,0,30,0,3458,72,0,22,2,1,1,25,158.85,0,94,47.36986301369863,5.124193548387097
0,0,29,0,1405,34,23,14,3,1,2,30,149.56,0,71,40.142857142857146,4.985333333333333
1,0,30,0,2520,43,160,17,2,1,1,25,835.335,0,220,57.27272727272727,26.946290322580648
0,0,21,0,1055,26,178,5,2,2,1,25,849.645,0,209,39.074074074074076,38.62022727272727
0,0,20,0,1308,29,15,62,4,1,1,45,70.925,0,106,43.6,3.3773809523809524
6,0,21,0,440,15,0,1,2,1,2,25,20.475,0,16,27.5,0.9306818181818183
0,0,20,0,0,0,6,0,4,1,2,45,15.0,0,6,0.0,0.7142857142857143
5,0,19,0,965,22,4,7,2,1,1,25,62.415,0,33,41.95652173913044,3.12075
0,0,19,0,2965,51,0,17,3,1,1,30,120.64,0,68,57.01923076923077,6.032
0,0,12,0,1435,16,13,8,2,1,1,25,123.795,0,37,84.41176470588235,9.522692307692308
11,0,11,0,6133,131,70,36,1,2,1,15,729.52,0,237,46.46212121212121,60.79333333333333
7,0,9,0,8673,161,58,34,4,1,1,45,365.85,0,253,53.53703703703704,36.585
3,0,10,2,2593,35,16,13,3,1,1,30,169.12,0,64,72.02777777777777,15.374545454545455
0,0,3,0,4130,30,200,4,3,1,1,30,966.4,0,234,133.2258064516129,241.6
0,1,3,0,1228,9,0,1,2,1,1,25,55.665,1,10,122.8,13.91625
10,0,41,0,4550,79,16,22,3,1,1,30,249.16,0,117,56.875,5.932380952380952
2,0,42,0,498,13,18,9,2,1,2,25,103.995,0,40,35.57142857142857,2.4184883720930235
12,0,40,0,2633,68,370,29,3,1,1,30,1588.04,0,467,38.15942028985507,38.73268292682927
12,0,41,0,4378,74,12,40,1,1,1,15,310.86,0,126,58.373333333333335,7.401428571428572
5,0,41,0,2573,66,13,38,1,1,1,15,216.645,0,117,38.40298507462686,5.158214285714286
13,0,41,1,3955,90,43,33,3,1,1,30,333.8,0,166,43.46153846153846,7.947619047619048
6,0,41,0,2540,47,296,23,3,1,1,30,1287.48,0,366,52.916666666666664,30.654285714285713
15,0,40,2,9295,129,155,48,3,1,1,30,996.96,0,332,71.5,24.31609756097561
9,0,41,0,13953,177,11,49,3,1,1,30,609.2,0,237,78.38764044943821,14.504761904761907
9,0,41,1,4695,91,13,30,3,1,1,30,243.44,0,134,51.03260869565217,5.796190476190477
8,0,41,0,6098,103,18,17,3,1,1,30,320.04,0,138,58.63461538461539,7.62
11,0,41,0,2418,62,19,22,3,1,2,30,175.2,0,103,38.38095238095238,4.171428571428571
27,0,41,3,15320,233,65,37,3,1,1,30,882.12,0,335,65.47008547008546,21.002857142857142
6,0,41,1,3275,35,494,13,3,1,1,30,2108.4,0,542,90.97222222222223,50.2
11,0,40,0,15665,190,161,35,2,1,1,25,1437.975,0,386,82.01570680628272,35.072560975609754
5,0,40,1,6680,94,197,31,3,1,1,30,1058.96,0,322,70.3157894736842,25.82829268292683
2,0,40,0,1055,22,11,16,2,1,2,25,97.965,0,49,45.869565217391305,2.3893902439024393
4,0,41,0,890,22,24,13,3,1,2,30,132.48,0,59,38.69565217391305,3.154285714285714
2,0,40,0,180,8,11,5,2,1,2,25,57.96,1,24,20.0,1.4136585365853658
5,0,40,0,7688,135,395,48,2,1,1,25,2129.535,0,578,56.529411764705884,51.939878048780486
9,0,40,1,11645,162,22,52,4,1,1,45,350.175,0,236,71.44171779141104,8.540853658536586
10,0,40,1,6898,83,119,42,2,1,1,25,849.645,0,244,82.11904761904762,20.723048780487805
25,1,36,0,1135,55,27,22,2,1,2,25,175.05,1,104,20.267857142857142,4.731081081081081
23,0,39,8,10615,101,12,47,5,1,1,55,178.74,0,160,104.06862745098039,4.468500000000001
15,0,39,1,5998,106,37,29,2,1,1,25,441.18,0,172,56.05607476635514,11.0295
3,0,37,0,3020,30,11,19,3,1,1,30,166.0,0,60,97.41935483870968,4.368421052631579
11,1,38,0,3170,49,20,21,3,1,2,30,208.76,1,90,63.4,5.352820512820513
11,1,39,0,2448,52,45,36,3,1,2,30,280.0,1,133,46.18867924528302,7.0
2,1,39,0,313,10,11,7,3,1,2,30,56.92,1,28,28.454545454545453,1.423
3,0,39,0,1848,33,11,11,3,1,1,30,119.24,0,55,54.35294117647059,2.981
5,0,36,1,6965,105,25,27,5,1,1,55,143.55,0,157,65.70754716981132,3.87972972972973
2,0,39,0,808,15,20,9,4,1,2,45,70.575,1,44,50.5,1.764375
2,0,39,1,518,12,15,7,5,1,1,55,30.45,0,34,39.84615384615385,0.76125
27,1,34,3,16255,246,11,85,2,1,1,25,792.045,0,342,65.80971659919028,22.62985714285714
8,0,37,3,7145,124,282,38,2,2,1,25,1596.105,0,444,57.16,42.00276315789474
4,0,39,0,3898,90,13,33,2,1,1,25,237.96,0,136,42.83516483516483,5.949
5,0,38,0,1845,52,49,25,3,1,2,30,271.88,0,126,34.81132075471698,6.971282051282051
8,0,39,0,2960,61,186,28,2,1,1,25,972.945,0,275,47.74193548387097,24.323625
6,1,30,1,1495,44,204,16,2,2,1,25,987.255,1,264,33.22222222222222,31.84693548387097
6,0,29,0,1748,47,41,73,4,1,1,45,147.375,0,161,36.416666666666664,4.9125
13,0,30,0,880,33,21,12,2,1,2,25,135.585,0,66,25.88235294117647,4.373709677419355
2,0,29,0,1005,18,32,8,4,1,2,45,105.575,0,58,52.89473684210526,3.5191666666666666
12,0,28,0,1405,40,30,18,2,1,1,25,200.025,0,88,34.26829268292683,6.897413793103448
4,0,28,0,3405,69,19,28,3,1,1,30,214.96,0,116,48.642857142857146,7.412413793103449
4,0,21,0,1875,34,39,19,2,1,1,25,261.405,0,92,53.57142857142857,11.882045454545453
18,0,20,1,6573,149,96,47,2,2,1,25,734.49,0,292,43.82,34.97571428571429
14,0,18,0,9113,179,84,45,4,1,1,45,442.3,0,308,50.62777777777778,23.278947368421054
10,0,19,3,3033,53,42,24,3,1,1,30,291.44,0,119,56.166666666666664,14.572
4,0,12,1,4570,48,226,15,3,1,1,30,1088.72,0,289,93.26530612244898,83.7476923076923
5,0,12,1,1668,27,11,12,3,1,1,30,111.8,1,50,59.57142857142857,8.6
6,0,35,0,4190,63,0,12,3,1,1,30,170.12,0,75,65.46875,4.725555555555555
0,0,36,0,0,0,0,0,2,1,2,25,0.0,0,0,0.0,0.0
8,0,34,0,2273,52,348,19,3,1,1,30,1485.0,0,419,42.886792452830186,42.42857142857143
8,0,35,0,4018,58,0,30,1,1,1,15,224.18,0,88,68.10169491525424,6.227222222222222
1,0,35,0,2213,50,0,28,1,1,1,15,124.465,0,78,43.3921568627451,3.457361111111111
9,0,35,1,3595,74,21,23,3,1,1,30,230.76,0,118,47.93333333333333,6.41
2,0,35,0,2180,31,274,13,3,1,1,30,1184.44,0,318,68.125,32.90111111111111
11,0,34,2,8935,113,133,38,3,1,1,30,893.92,0,284,78.37719298245614,25.54057142857143
5,0,35,0,13593,161,0,39,3,1,1,30,550.16,0,200,83.9074074074074,15.282222222222222
5,0,35,1,4335,75,0,20,3,1,1,30,176.4,0,95,57.03947368421053,4.9
4,0,35,0,5738,87,0,7,3,1,1,30,233.0,0,94,65.20454545454545,6.472222222222222
7,0,35,0,2058,46,0,12,3,1,2,30,84.16,0,58,43.787234042553195,2.3377777777777777
23,0,35,3,14960,217,43,27,3,1,1,30,779.08,0,287,68.62385321100918,21.641111111111112
2,0,35,1,2915,19,472,3,3,1,1,30,2005.36,0,494,145.75,55.70444444444444
7,0,34,0,15305,174,139,25,2,1,1,25,1322.055,0,338,87.45714285714286,37.773
1,0,34,1,6320,78,175,21,3,1,1,30,955.92,0,274,80.0,27.311999999999998
0,0,34,0,695,6,0,6,2,1,2,25,31.545,0,12,99.28571428571429,0.9012857142857144
0,0,35,0,530,6,2,3,3,1,2,30,29.44,0,11,75.71428571428571,0.8177777777777778
0,1,34,0,0,0,0,0,2,1,2,25,0.0,1,0,0.0,0.0
1,0,34,0,7328,119,373,38,2,1,1,25,2013.615,0,530,61.06666666666667,57.53185714285714
5,0,34,1,11285,146,0,42,4,1,1,45,285.775,0,188,76.7687074829932,8.165
6,0,34,1,6538,67,97,32,2,1,1,25,733.725,0,196,96.1470588235294,20.96357142857143
21,1,30,0,775,39,5,12,2,1,2,25,59.13,1,56,19.375,1.9074193548387097
19,0,33,8,10255,85,0,37,5,1,1,55,155.1,0,122,119.24418604651163,4.561764705882353
11,1,33,1,5638,90,15,19,2,1,1,25,325.26,1,124,61.956043956043956,9.566470588235294
0,0,31,0,2660,14,0,9,3,1,1,30,106.96,0,23,177.33333333333334,3.3425
7,0,32,0,2810,33,0,11,3,1,2,30,113.72,1,44,82.6470588235294,3.446060606060606
7,1,33,0,2088,36,23,26,3,1,2,30,176.96,1,85,56.432432432432435,5.2047058823529415
0,0,33,0,0,0,0,0,3,1,2,30,0.0,1,0,0.0,0.0
0,0,33,0,1488,17,0,1,3,1,1,30,60.2,0,18,82.66666666666667,1.7705882352941178
1,0,30,1,6605,89,3,17,5,1,1,55,104.91,0,109,73.38888888888889,3.384193548387097
0,0,33,0,0,0,0,0,4,1,2,45,0.0,1,0,0.0,0.0
0,0,33,0,0,0,0,0,5,1,1,55,0.0,0,0,0.0,0.0
23,0,28,3,15895,230,0,75,2,1,1,25,725.625,0,305,68.80952380952381,25.021551724137932
4,0,31,3,6785,108,260,28,2,2,1,25,1480.185,0,396,62.24770642201835,46.25578125
0,0,33,0,3538,74,0,23,2,1,1,25,162.54,0,97,47.17333333333333,4.780588235294117
1,0,32,0,1485,36,27,15,3,1,2,30,168.84,0,78,40.13513513513514,5.116363636363636
4,0,33,0,2600,45,164,18,2,1,1,25,857.025,0,227,56.52173913043478,25.206617647058824
2,0,24,1,1135,28,182,6,2,2,1,25,871.335,0,216,39.13793103448276,34.8534
2,0,23,0,1388,31,19,63,4,1,1,45,82.975,0,113,43.375,3.4572916666666664
9,0,24,0,520,17,0,2,2,1,2,25,24.165,0,19,28.88888888888889,0.9666
0,0,23,0,0,0,10,0,4,1,2,45,25.0,0,10,0.0,1.0416666666666667
8,0,22,0,1045,24,8,8,2,1,1,25,84.105,0,40,41.8,3.656739130434783
0,0,22,0,3045,53,0,18,3,1,1,30,123.92,0,71,56.388888888888886,5.3878260869565215
0,0,15,0,1515,18,17,9,2,1,1,25,145.485,0,44,79.73684210526316,9.0928125
14,0,14,1,6213,133,74,37,2,2,1,25,618.57,0,244,46.365671641791046,41.23800000000001
10,0,12,0,8753,163,62,35,4,1,1,45,377.9,0,260,53.3719512195122,29.069230769230767
6,0,13,3,2673,37,20,14,3,1,1,30,188.4,0,71,70.34210526315789,13.457142857142857
0,0,6,1,4210,32,204,5,3,1,1,30,985.68,0,241,127.57575757575758,140.81142857142856
1,0,6,1,1308,11,0,2,3,1,1,30,52.76,1,13,109.0,7.5371428571428565
12,0,38,2,4970,81,26,32,3,1,1,30,306.04,0,139,60.609756097560975,7.8471794871794875
4,0,39,0,918,15,28,19,3,1,2,30,149.32,0,62,57.375,3.7329999999999997
14,0,37,2,3053,70,380,39,3,1,1,30,1644.92,0,489,43.0,43.28736842105263
14,0,38,2,4798,76,22,50,1,1,1,15,389.07,0,148,62.311688311688314,9.976153846153846
7,0,38,2,2993,68,23,48,2,1,1,25,241.245,0,139,43.3768115942029,6.185769230769231
15,0,38,3,4375,92,53,43,3,1,1,30,390.68,0,188,47.043010752688176,10.017435897435897
8,0,38,2,2960,49,306,33,3,1,1,30,1344.36,0,388,59.2,34.47076923076923
17,0,37,4,9715,131,165,58,3,2,1,30,1053.84,0,354,73.59848484848484,27.732631578947366
11,0,38,2,14373,179,21,59,3,1,1,30,666.08,0,259,79.85,17.07897435897436
11,0,38,3,5115,93,23,40,3,1,1,30,300.32,0,156,54.41489361702128,7.70051282051282
10,0,38,2,6518,105,28,27,3,1,1,30,376.92,0,160,61.490566037735846,9.664615384615384
13,0,38,0,2838,64,29,32,3,1,2,30,232.08,0,125,43.66153846153846,5.9507692307692315
29,0,38,5,15740,235,75,47,3,1,1,30,939.0,0,357,66.69491525423729,24.076923076923077
8,0,38,3,3695,37,504,23,3,1,1,30,2165.28,0,564,97.23684210526316,55.52
13,0,37,2,16085,192,171,45,2,1,1,25,1501.965,0,408,83.34196891191709,39.5253947368421
7,0,37,3,7100,96,207,41,3,1,1,30,1115.84,0,344,73.19587628865979,29.364210526315787
4,0,37,0,1475,24,21,26,2,1,2,25,161.955,0,71,59.0,4.261973684210527
6,0,38,0,1310,24,34,23,3,1,2,30,189.36,0,81,52.4,4.855384615384616
4,0,37,0,600,10,21,15,2,1,2,25,121.95,1,46,54.54545454545455,3.2092105263157897
7,0,37,2,8108,137,405,58,3,1,1,30,1949.8,0,600,58.7536231884058,51.310526315789474
11,0,37,3,12065,164,32,62,4,1,1,45,385.725,0,258,73.12121212121212,10.150657894736844
12,0,37,3,7318,85,129,52,2,1,1,25,913.635,0,266,85.09302325581395,24.043026315789472
27,1,33,0,1555,57,37,32,3,1,2,30,212.48,1,126,26.810344827586206,6.249411764705882
25,0,36,10,11035,103,22,57,5,2,1,55,200.07,0,182,106.10576923076923,5.407297297297297
17,0,36,3,6418,108,47,39,2,1,1,25,505.17,0,194,58.88073394495413,13.653243243243244
5,0,34,2,3440,32,21,29,3,1,1,30,222.88,0,82,104.24242424242425,6.367999999999999
13,1,35,0,3590,51,30,31,3,1,2,30,265.64,1,112,69.03846153846153,7.378888888888889
13,1,36,0,2868,54,55,46,3,1,2,30,336.88,1,155,52.14545454545455,9.104864864864865
4,0,36,0,733,12,21,17,3,1,2,30,113.8,1,50,56.38461538461539,3.075675675675676
5,0,36,2,2268,35,21,21,4,1,1,45,110.075,0,77,63.0,2.975
7,0,33,3,7385,107,35,37,5,1,1,55,164.88,0,179,68.37962962962963,4.8494117647058825
4,0,36,0,1228,17,30,19,4,1,2,45,106.125,1,66,68.22222222222223,2.8682432432432434
4,0,36,3,938,14,25,17,5,1,1,55,51.78,0,56,62.53333333333333,1.3994594594594596
29,0,31,5,16675,248,21,95,2,1,1,25,856.035,0,364,66.96787148594377,26.75109375
10,0,34,5,7565,126,292,48,2,2,1,25,1660.095,0,466,59.56692913385827,47.431285714285714
6,0,36,2,4318,92,23,43,3,1,1,30,268.4,0,158,46.43010752688172,7.254054054054054
7,1,35,0,2265,54,59,35,3,1,2,30,328.76,1,148,41.18181818181818,9.132222222222222
10,0,36,2,3380,63,196,38,2,1,1,25,1036.935,0,297,52.8125,28.02527027027027
8,0,27,3,1915,46,214,26,2,2,1,25,1051.245,0,286,40.744680851063826,37.544464285714284
8,0,26,2,2168,49,51,83,4,1,1,45,182.925,0,183,43.36,6.775
15,0,27,0,1300,35,31,22,3,1,2,30,177.4,0,88,36.111111111111114,6.335714285714286
4,0,26,0,1425,20,42,18,4,1,2,45,141.125,0,80,67.85714285714286,5.226851851851852
14,0,25,2,1825,42,40,28,2,1,1,25,264.015,0,110,42.44186046511628,10.154423076923077
6,0,25,2,3825,71,29,38,3,1,1,30,271.84,0,138,53.125,10.455384615384615
6,0,18,2,2295,36,49,29,2,1,1,25,325.395,0,114,62.027027027027025,17.126052631578947
20,0,17,3,6993,151,106,57,2,2,1,25,798.48,0,314,46.00657894736842,44.36
16,0,15,2,9533,181,94,55,5,1,1,55,286.71,0,330,52.379120879120876,17.919375
12,0,16,5,3453,55,52,34,3,1,1,30,348.32,0,141,61.660714285714285,20.48941176470588
6,0,9,3,4990,50,236,25,3,1,1,30,1145.6,0,311,97.84313725490196,114.55999999999999
7,1,9,3,2088,29,21,22,3,1,1,30,168.68,1,72,69.6,16.868000000000002
4,0,38,0,3770,61,0,2,2,1,1,25,172.395,0,63,60.806451612903224,4.420384615384616
0,0,39,0,0,0,0,0,2,1,2,25,0.0,0,0,0.0,0.0
6,0,37,0,1853,50,338,9,2,1,1,25,1606.635,0,397,36.333333333333336,42.27986842105263
6,0,38,0,3598,56,0,20,1,1,1,15,200.97,0,76,63.12280701754386,5.153076923076923
0,0,38,0,1793,48,0,18,1,1,1,15,101.255,0,66,36.59183673469388,2.596282051282051
7,0,38,0,3175,72,11,13,3,1,1,30,173.88,0,96,43.49315068493151,4.458461538461538
0,0,38,0,1760,29,264,3,3,1,1,30,1127.56,0,296,58.666666666666664,28.91179487179487
9,0,37,0,8515,111,123,28,3,1,1,30,837.04,0,262,76.02678571428571,22.027368421052632
3,0,38,0,13173,159,0,29,3,1,1,30,533.28,0,188,82.33125,13.673846153846153
3,0,38,0,3915,73,0,10,3,1,1,30,159.52,0,83,52.9054054054054,4.09025641025641
2,0,38,0,5318,85,0,15,2,1,1,25,243.135,0,100,61.83720930232558,6.234230769230769
5,0,38,0,1638,44,0,2,3,1,2,30,67.28,0,46,36.4,1.725128205128205
21,0,38,1,14540,215,33,17,3,1,1,30,722.2,0,265,67.31481481481481,18.51794871794872
0,0,38,0,2495,17,462,7,3,1,1,30,1948.48,0,486,138.61111111111111,49.96102564102564
5,0,37,0,14885,172,129,15,2,1,1,25,1258.065,0,316,86.04046242774567,33.10697368421053
0,0,37,0,5900,76,165,11,3,1,1,30,899.04,0,252,76.62337662337663,23.658947368421053
0,0,37,0,275,4,0,1,2,1,2,25,12.555,0,5,55.0,0.33039473684210524
0,0,38,0,110,4,0,1,2,1,2,25,5.13,0,5,22.0,0.13153846153846155
0,0,37,0,6908,117,363,28,2,1,1,25,1949.625,0,508,58.54237288135593,51.30592105263158
3,0,37,0,10865,144,0,32,3,1,1,30,440.36,0,176,74.93103448275862,11.58842105263158
4,0,37,0,6118,65,87,22,2,1,1,25,669.735,0,174,92.6969696969697,17.624605263157896
19,0,33,0,355,37,0,2,2,1,2,25,17.64,1,39,9.342105263157896,0.5188235294117647
17,0,36,6,9835,83,0,27,4,1,1,45,247.95,0,110,117.08333333333333,6.701351351351351
9,1,36,0,5218,88,5,9,2,1,1,25,261.27,1,102,58.62921348314607,7.061351351351351
0,0,34,0,2240,12,0,4,3,1,1,30,90.08,0,16,172.30769230769232,2.573714285714286
5,0,35,0,2390,31,0,1,3,1,2,30,96.84,1,32,74.6875,2.69
5,0,36,0,1668,34,13,16,3,1,2,30,120.08,1,63,47.65714285714286,3.2454054054054056
0,0,36,0,0,0,0,0,3,1,2,30,0.0,1,0,0.0,0.0
0,0,36,0,1068,15,0,3,3,1,1,30,43.32,0,18,66.75,1.1708108108108108
0,0,33,0,6185,87,0,7,4,1,1,45,156.8,0,94,70.2840909090909,4.611764705882353
0,0,36,0,0,0,0,0,4,1,2,45,0.0,1,0,0.0,0.0
0,0,36,0,0,0,0,0,5,1,1,55,0.0,0,0,0.0,0.0
21,0,31,1,15475,228,0,65,2,1,1,25,706.635,0,293,67.5764192139738,22.08234375
2,0,34,1,6365,106,250,18,2,2,1,25,1416.195,0,374,59.48598130841121,40.462714285714284
0,0,36,0,3118,72,0,13,2,1,1,25,143.55,0,85,42.71232876712329,3.87972972972973
0,0,35,0,1065,34,17,5,3,1,2,30,111.96,0,56,30.428571428571427,3.11
2,0,36,0,2180,43,154,8,2,1,1,25,793.035,0,205,49.54545454545455,21.43337837837838
0,0,27,0,715,26,172,1,2,2,1,25,807.345,0,199,26.48148148148148,28.833750000000002
0,0,26,0,968,29,9,53,4,1,1,45,47.425,0,91,32.266666666666666,1.7564814814814813
7,0,27,0,100,15,0,3,2,1,2,25,5.175,0,18,6.25,0.18482142857142855
0,0,26,0,0,0,0,0,4,1,2,45,0.0,0,0,0.0,0.0
6,0,25,0,625,22,0,2,2,1,1,25,29.115,0,24,27.17391304347826,1.1198076923076923
0,0,25,0,2625,51,0,8,3,1,1,30,107.04,0,59,50.48076923076923,4.116923076923078
0,0,18,0,1095,16,7,6,2,1,1,25,81.495,0,29,64.41176470588235,4.28921052631579
12,0,17,0,5793,131,64,27,1,2,1,15,677.82,0,222,43.88636363636363,37.656666666666666
8,0,15,0,8333,161,52,25,4,1,1,45,342.35,0,238,51.43827160493827,21.396875
4,0,16,1,2253,35,10,4,3,1,1,30,131.52,0,49,62.583333333333336,7.736470588235295
0,0,9,0,3790,30,194,23,3,1,1,30,928.8,0,247,122.25806451612904,92.88
0,1,9,0,888,9,0,3,3,1,1,30,35.88,1,12,88.8,3.588
8,0,39,1,4485,77,37,21,3,1,1,30,330.48,0,135,57.5,8.262
0,0,40,0,433,11,39,8,3,1,2,30,173.76,0,58,36.083333333333336,4.238048780487805
10,0,38,1,2568,66,391,28,3,1,1,30,1669.36,0,485,38.32835820895522,42.804102564102564
10,0,39,1,4313,72,33,39,1,1,1,15,422.675,0,144,59.082191780821915,10.566875
3,0,39,1,2508,64,34,37,2,1,1,25,268.74,0,135,38.58461538461538,6.718500000000001
11,0,39,2,3890,88,64,32,3,1,1,30,415.12,0,184,43.70786516853933,10.378
4,0,39,1,2475,45,317,22,4,1,1,45,855.5,0,384,53.80434782608695,21.3875
13,0,38,3,9230,127,176,47,3,1,1,30,1078.28,0,350,72.109375,27.648205128205127
7,0,39,1,13888,175,32,48,3,1,1,30,690.52,0,255,78.9090909090909,17.262999999999998
7,0,39,2,4630,89,34,29,3,1,1,30,324.76,0,152,51.44444444444444,8.119
6,0,39,1,6033,101,39,16,3,1,1,30,401.36,0,156,59.14705882352941,10.034
9,1,39,0,2353,60,40,21,3,1,2,30,256.52,0,121,38.57377049180328,6.412999999999999
25,0,39,4,15255,231,86,36,3,1,1,30,963.44,0,353,65.75431034482759,24.086000000000002
4,0,39,2,3210,33,515,12,4,1,1,45,1368.575,0,560,94.41176470588235,34.214375000000004
9,0,38,1,15600,188,182,34,2,1,1,25,1529.46,0,404,82.53968253968254,39.21692307692308
3,0,38,2,6615,92,218,30,3,1,1,30,1140.28,0,340,71.12903225806451,29.23794871794872
0,0,38,0,990,20,32,15,2,1,2,25,189.45,0,67,47.142857142857146,4.857692307692307
2,0,39,0,825,20,45,12,3,1,2,30,213.8,0,77,39.285714285714285,5.345000000000001
0,0,38,0,115,6,32,4,2,1,2,25,149.445,1,42,16.428571428571427,3.8319230769230765
3,0,38,1,7623,133,416,47,3,1,1,30,1974.24,0,596,56.88805970149254,50.621538461538464
7,0,38,2,11580,160,43,51,4,1,1,45,401.0,0,254,71.92546583850931,10.282051282051283
8,0,38,2,6833,81,140,41,2,1,1,25,941.13,0,262,83.32926829268293,24.13153846153846
23,1,34,0,1070,53,48,21,3,1,2,30,236.92,1,122,19.814814814814813,6.769142857142857
21,0,37,9,10550,99,33,46,5,1,1,55,209.235,0,178,105.5,5.506184210526317
13,0,37,2,5933,104,58,28,3,1,1,30,473.48,0,190,56.50476190476191,12.46
1,0,35,1,2955,28,32,18,3,1,1,30,247.32,0,78,101.89655172413794,6.87
9,1,36,0,3105,47,41,20,3,1,2,30,290.08,1,108,64.6875,7.84
9,0,37,0,2383,50,66,35,4,1,2,45,225.825,1,151,46.72549019607843,5.942763157894737
0,0,37,0,248,8,32,6,3,1,2,30,138.24,1,46,27.555555555555557,3.6378947368421053
1,0,37,1,1783,31,32,10,4,1,1,45,125.35,0,73,55.71875,3.2986842105263157
3,0,34,2,6900,103,46,26,5,1,1,55,174.045,0,175,66.34615384615384,4.972714285714285
0,0,37,0,743,13,41,8,4,1,2,45,121.4,1,62,53.07142857142857,3.194736842105263
